Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
Audi,A4 35 TDI Technology,36387,2017,72400,Diesel,Automatic,Bangalore,White,First,Individual,1968 cc,188,400,FWD,4726.0,1842.0,1427.0,5.0,54.0
Ford,Ecosport Trend 1.5 Ti-VCT,5915,2014,50000,Petrol,Manual,Delhi,White,Second,Individual,1499 cc,109,140,FWD,3999.0,1765.0,1708.0,5.0,52.0
Honda,City VX (O) MT,8970,2014,37000,Petrol,Manual,Delhi,White,First,Individual,1497 cc,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mercedes-Benz,GLS 400d 4MATIC,169000,2021,20000,Diesel,Automatic,Delhi,Blue,First,Individual,2925 cc,326,700,AWD,5207.0,2157.0,1823.0,7.0,90.0
Tata,Harrier XZA Plus Dark Edition,25935,2020,8000,Diesel,Automatic,Bhubaneswar,Black,First,Individual,1956 cc,168,350,FWD,4598.0,1894.0,1706.0,5.0,50.0
BMW,5-Series 520d Luxury Line,22750,2014,69000,Diesel,Automatic,Jalandhar,White,Second,Individual,1995 cc,190,400,RWD,4899.0,2094.0,1464.0,5.0,65.0
BMW,X1 sDrive20d xLine,37700,2019,25000,Diesel,Automatic,Delhi,White,First,Individual,1995 cc,184,350,RWD,4454.0,2044.0,1545.0,5.0,63.0
BMW,X1 sDrive20d xLine,58500,2022,17000,Diesel,Automatic,Mumbai,White,First,Individual,1995 cc,184,350,RWD,4454.0,2044.0,1545.0,5.0,63.0
Honda,City 1.5 S MT,5850,2013,61000,Petrol,Manual,Delhi,Maroon,First,Individual,1497 cc,116,146,FWD,4440.0,1695.0,1485.0,5.0,42.0
BMW,5-Series 520d Luxury Line [2017-2019],27937,2015,69000,Diesel,Automatic,Delhi,Silver,First,Individual,1995 cc,188,400,RWD,4936.0,1868.0,1479.0,5.0,65.0
Mercedes-Benz,GL-Class 350 CDI,54600,2015,77000,Diesel,Automatic,Chennai,Black,Second,Individual,2987 cc,258,619,AWD,5120.0,1934.0,1850.0,7.0,100.0
Tata,Nexon XT Diesel [2017-2019],11180,2018,82200,Diesel,Manual,Pune,Grey,First,Individual,1497 cc,108,260,FWD,3994.0,1811.0,1607.0,5.0,44.0
Honda,City V,11375,2018,28000,Petrol,Manual,Delhi,Silver,First,Individual,1497 cc,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mahindra,Scorpio VLX 4WD BS-III,7540,2011,117000,Diesel,Manual,Salem,White,Second,Individual,2179 cc,122,290,AWD,4430.0,1817.0,1975.0,7.0,60.0
MG,Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,45500,2021,7900,Diesel,Automatic,Hyderabad,Black,First,Individual,1996 cc,215,480,AWD,4985.0,1926.0,1867.0,6.0,75.0
Maruti Suzuki,Swift DZire VXi,2990,2010,72000,Petrol,Manual,Kanpur,Silver,First,Individual,1298 cc,87,113,FWD,4160.0,1690.0,1530.0,5.0,43.0
Audi,Q3 2.0 TDI quattro Premium Plus,19669,2015,79000,Diesel,Automatic,Ahmedabad,Blue,Second,Individual,1968 cc,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0
Maruti Suzuki,Alto VXi,3042,2013,72600,Petrol,Manual,Panchkula,White,First,Individual,998 cc,67,90,FWD,3620.0,1475.0,1460.0,5.0,35.0
Datsun,Redigo S 1.0 AMT [2018-2019],4160,2018,42313,Petrol,Automatic,Bangalore,Grey,Second,Individual,999 cc,67,91,FWD,3429.0,1560.0,1541.0,5.0,28.0
BMW,X3 xDrive 20d Luxury Line [2018-2020],77675,2021,18000,Diesel,Automatic,Delhi,White,First,Individual,1995 cc,190,400,AWD,4657.0,1881.0,1678.0,5.0,67.0
Maruti Suzuki,Vitara Brezza ZDi Plus,13325,2019,90000,Diesel,Manual,Hyderabad,White,First,Individual,1248 cc,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,DZire VDi,8190,2017,36000,Diesel,Manual,Patna,Blue,First,Individual,1248 cc,74,190,FWD,3995.0,1735.0,1515.0,5.0,37.0
Hyundai,Venue SX Plus 1.0 Turbo DCT,14170,2020,26200,Petrol,Automatic,Delhi,White,First,Individual,998 cc,118,172,FWD,3995.0,1770.0,1605.0,5.0,45.0
Maruti Suzuki,Swift LXi Special Edition,9100,2019,11000,Petrol,Manual,Chennai,Silver,Second,Individual,1197 cc,82,113,FWD,3840.0,1735.0,1530.0,5.0,37.0
Maruti Suzuki,Swift VXi,8593,2021,14366,Petrol,Manual,Ahmedabad,Others,First,Individual,1197 cc,89,113,FWD,3845.0,1735.0,1530.0,5.0,37.0
Mahindra,TUV300 T8,7345,2017,65000,Diesel,Manual,Delhi,Red,Second,Individual,1493 cc,84,230,RWD,3995.0,1835.0,1839.0,7.0,60.0
Toyota,Innova 2.5 G 7 STR BS-IV,9750,2014,126000,Diesel,Manual,Delhi,Silver,First,Individual,2494 cc,100,200,RWD,4585.0,1760.0,1760.0,7.0,55.0
Audi,Q3 35 TDI Premium + Sunroof,24050,2015,71700,Diesel,Automatic,Navi Mumbai,White,Second,Individual,1968 cc,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0
Mahindra,XUV500 W6,11050,2016,114000,Diesel,Manual,Lucknow,White,First,Individual,2179 cc,138,330,FWD,4585.0,1890.0,1785.0,7.0,70.0
Hyundai,Elite i20 Asta 1.4 CRDI [2016-2017],6955,2016,58339,Diesel,Manual,Panchkula,Grey,First,Individual,1396 cc,89,220,FWD,3985.0,1734.0,1505.0,5.0,45.0
Maruti Suzuki,DZire VDi AMT,10010,2019,72040,Diesel,Automatic,Pune,Silver,First,Individual,1248 cc,74,190,FWD,3995.0,1735.0,1515.0,5.0,37.0
BMW,3-Series 330i M Sport Edition,47450,2019,6000,Petrol,Automatic,Delhi,White,First,Individual,1998 cc,248,350,RWD,4633.0,1811.0,1429.0,5.0,57.0
Kia,Sonet GTX Plus 1.0 iMT [2020-2021],15535,2022,6200,Petrol,Manual,Kolkata,Red,First,Individual,998 cc,118,172,FWD,3995.0,1790.0,1647.0,5.0,45.0
Mercedes-Benz,S-Class 500L,21450,2012,44000,Petrol,Automatic,Mumbai,Silver,Third,Individual,5461 cc,368,505,RWD,5226.0,2120.0,1479.0,5.0,90.0
Skoda,Superb L&K TSI AT,41587,2021,6900,Petrol,Automatic,Kolkata,Brown,First,Individual,1798 cc,177,250,FWD,4861.0,1864.0,1483.0,5.0,66.0
Mercedes-Benz,E-Class E 200 Exclusive [2019-2019],92300,2022,2500,Petrol,Automatic,Noida,Grey,First,Individual,1991 cc,194,300,RWD,5063.0,1860.0,1494.0,5.0,80.0
Volkswagen,Polo GT TSI,8125,2016,68000,Petrol,Automatic,Delhi,White,First,Individual,1197 cc,103,175,FWD,3971.0,1682.0,1469.0,5.0,45.0
Maruti Suzuki,Vitara Brezza VDi,9685,2018,36000,Diesel,Manual,Patna,White,First,Individual,1248 cc,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0
Hyundai,Santro Sportz,7163,2021,19000,Petrol,Manual,Ahmedabad,White,First,Individual,1086 cc,68,99,FWD,3610.0,1645.0,1560.0,5.0,35.0
Mercedes-Benz,E-Class E 220 d Avantgarde,77350,2019,10000,Diesel,Automatic,Chennai,White,First,Individual,1950 cc,192,400,RWD,5063.0,1860.0,1494.0,5.0,80.0
Land Rover,Range Rover 3.0 V6 Diesel Vogue,286000,2019,35000,Diesel,Automatic,Pune,Blue,First,Individual,2993 cc,244,600,AWD,4999.0,2220.0,1835.0,5.0,105.0
MINI,Cooper D 3 Door,42900,2019,6400,Diesel,Automatic,Delhi,Red,First,Individual,1496 cc,114,270,FWD,3821.0,1727.0,1414.0,5.0,44.0
Ford,Endeavour Titanium Plus 3.2 4x4 AT,42250,2019,34000,Diesel,Automatic,Chennai,White,First,Individual,3198 cc,197,470,AWD,4903.0,1869.0,1837.0,7.0,80.0
Renault,Duster 110 PS RXZ 4X2 AMT Diesel,8970,2016,35000,Diesel,Automatic,Delhi,Grey,Second,Individual,1461 cc,108,248,FWD,4315.0,1822.0,1695.0,5.0,50.0
Maruti Suzuki,Vitara Brezza VDi AGS,11635,2019,46000,Diesel,Automatic,Mumbai,White,First,Individual,1248 cc,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0
Skoda,Rapid Ambition 1.6 TDI CR MT,7150,2016,83000,Diesel,Manual,Chandigarh,White,First,Individual,1598 cc,105,250,FWD,4386.0,1699.0,1466.0,5.0,55.0
Ford,Ecosport Trend 1.5 TDCi,5187,2013,54000,Diesel,Manual,Mumbai,Orange,Third,Individual,1498 cc,89,204,FWD,3999.0,1765.0,1708.0,5.0,52.0
Kia,Seltos HTX 1.5 [2020-2021],16575,2020,42000,Petrol,Manual,Ahmedabad,Black,First,Individual,1497 cc,113,144,FWD,4315.0,1800.0,1645.0,5.0,50.0
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],6955,2020,41441,Petrol,Manual,Bangalore,Silver,First,Individual,1196 cc,73,101,RWD,3675.0,1475.0,1800.0,5.0,40.0
Maruti Suzuki,Vitara Brezza VDi,10725,2018,48174,Diesel,Manual,Thane,White,First,Individual,1248 cc,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0
Ford,Ecosport Ambiente 1.5L TDCi,7605,2016,62591,Diesel,Manual,Mumbai,Silver,First,Individual,1498 cc,99,205,FWD,3998.0,1765.0,1647.0,5.0,52.0
Honda,Jazz V AT Petrol,8775,2017,48650,Petrol,Automatic,Mumbai,Brown,First,Individual,1199 cc,89,110,FWD,3955.0,1694.0,1544.0,5.0,40.0
Maruti Suzuki,S-Cross Alpha 1.3,10335,2017,52245,Diesel,Manual,Pune,Brown,First,Individual,1248 cc,89,200,FWD,4300.0,1785.0,1595.0,5.0,48.0
Mercedes-Benz,E-Class E 200 Exclusive [2019-2019],84500,2021,7500,Petrol,Automatic,Delhi,Black,First,Individual,1991 cc,194,300,RWD,5063.0,1860.0,1494.0,5.0,80.0
Hyundai,Elite i20 Sportz 1.4 CRDI,7943,2017,65000,Diesel,Manual,Kheda,White,First,Individual,1396 cc,89,220,FWD,3985.0,1734.0,1505.0,5.0,45.0
Maruti Suzuki,Wagon R VXI,5070,2015,43297,Petrol,Manual,Kollam,Red,First,Individual,998 cc,67,90,FWD,3599.0,1495.0,1700.0,5.0,35.0
Maruti Suzuki,Swift VXi [2014-2017],8450,2019,44710,Petrol,Manual,Pune,White,First,Individual,1197 cc,83,115,FWD,3850.0,1695.0,1530.0,5.0,42.0
Renault,Fluence 1.5 E4,5070,2013,62000,Diesel,Manual,Lucknow,Silver,First,Individual,1461 cc,108,240,FWD,4618.0,1813.0,1488.0,5.0,67.0
Audi,A4 35 TDI Technology,31200,2017,59267,Diesel,Automatic,Kolkata,Silver,First,Individual,1968 cc,188,400,FWD,4726.0,1842.0,1427.0,5.0,54.0
Maruti Suzuki,Swift VXi,5005,2011,69000,Petrol,Manual,Hyderabad,Silver,First,Individual,1197 cc,85,114,FWD,3850.0,1695.0,1530.0,5.0,42.0
Maruti Suzuki,Swift DZire VXI,5850,2017,75000,Petrol,Manual,Kanpur,White,First,Commercial Registration,1197 cc,83,115,FWD,3995.0,1695.0,1555.0,5.0,42.0
Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,8437,2020,52236,Petrol,Manual,Udupi,Silver,First,Individual,1197 cc,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0
Audi,A3 35 TDI Premium + Sunroof,37700,2019,15530,Diesel,Automatic,Goa,White,First,Individual,1968 cc,141,320,FWD,4456.0,1796.0,1416.0,5.0,50.0
Maruti Suzuki,Swift DZire VDI,5200,2014,64000,Diesel,Manual,Agra,White,First,Individual,1248 cc,74,190,FWD,3995.0,1695.0,1555.0,5.0,42.0
Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,7787,2020,35000,Petrol,Automatic,Kolkata,Silver,First,Individual,1197 cc,82,114,FWD,3805.0,1680.0,1520.0,5.0,37.0
Toyota,Fortuner 2.8 4x2 MT [2016-2020],38740,2019,92000,Diesel,Manual,Lucknow,Black,First,Individual,2755 cc,174,420,RWD,4795.0,1855.0,1835.0,7.0,80.0
Audi,A4 30 TFSI Technology Pack,45500,2018,18000,Petrol,Automatic,Mumbai,White,First,Individual,1395 cc,148,250,FWD,4726.0,1842.0,1427.0,5.0,54.0
Honda,Jazz V Petrol,5200,2016,50000,Petrol,Manual,Kolkata,Red,First,Individual,1199 cc,89,110,FWD,3955.0,1694.0,1544.0,5.0,40.0
Mercedes-Benz,GLC 200 Progressive,90675,2022,2000,Petrol,Automatic,Karnal,White,First,Individual,1991 cc,194,320,RWD,4658.0,1890.0,1644.0,5.0,66.0
Mercedes-Benz,GLE 250 d,70200,2016,16000,Diesel,Automatic,Karnal,White,First,Individual,2143 cc,201,500,AWD,4819.0,2141.0,1796.0,5.0,93.0
Mercedes-Benz,GL-Class 350 CDI,48100,2015,103890,Diesel,Automatic,Lucknow,Black,Second,Individual,2987 cc,258,619,AWD,5120.0,1934.0,1850.0,7.0,100.0
Maruti Suzuki,Celerio ZXi [2017-2019],5785,2018,71000,Petrol,Manual,Ludhiana,White,First,Individual,998 cc,67,90,FWD,3600.0,1600.0,1560.0,5.0,35.0
Mahindra,Thar LX 4-STR Hard Top Diesel MT,19175,2021,12000,Diesel,Manual,Ludhiana,Red,First,Individual,2184 cc,130,300,AWD,3985.0,1820.0,1844.0,4.0,57.0
Toyota,Fortuner 2.8 4x2 AT [2016-2020],36400,2016,93000,Diesel,Automatic,Mohali,White,First,Individual,2755 cc,174,450,RWD,4795.0,1855.0,1835.0,7.0,80.0
Maruti Suzuki,Swift VXi [2014-2017],7800,2020,10000,Petrol,Manual,Meerut,White,First,Individual,1197 cc,83,115,FWD,3850.0,1695.0,1530.0,5.0,42.0
Kia,Seltos GTX Plus AT 1.5 Diesel [2019-2020],23855,2020,33828,Diesel,Automatic,Mumbai,White,First,Individual,1493 cc,114,250,FWD,4315.0,1800.0,1645.0,5.0,50.0
Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],7150,2019,48000,CNG,Manual,Mumbai,Silver,First,Individual,998 cc,58,78,FWD,3655.0,1620.0,1675.0,5.0,60.0
Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],9295,2017,71000,Diesel,Manual,Delhi,Red,First,Individual,1248 cc,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0
Mahindra,XUV700 AX 7 Diesel AT 7 STR,33020,2022,18000,Diesel,Automatic,Delhi,White,First,Individual,2184 cc,182,450,FWD,4695.0,1890.0,1755.0,7.0,60.0
Maruti Suzuki,Wagon R LXi (O) 1.0 CNG [2019-2020],6825,2019,50000,CNG,Manual,Delhi,Grey,First,Individual,998 cc,58,78,FWD,3655.0,1620.0,1675.0,5.0,60.0
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],5525,2015,48000,Petrol,Manual,Delhi,Silver,First,Individual,1197 cc,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0
Hyundai,Elite i20 Sportz 1.2 IVT,10335,2022,4000,Petrol,Automatic,Kanpur,White,First,Individual,1197 cc,87,115,FWD,3995.0,1775.0,1505.0,5.0,37.0
Honda,City 1.5 V MT,3497,2010,73000,Petrol,Manual,Delhi,Silver,Second,Individual,1497 cc,118,146,FWD,4420.0,1695.0,1480.0,5.0,42.0
Hyundai,Verna Fluidic 1.6 CRDi,7345,2014,68000,Diesel,Manual,Lucknow,White,First,Individual,1582 cc,128,260,FWD,4370.0,1700.0,1475.0,5.0,43.0
BMW,5-Series 520d Luxury Line,33150,2015,70000,Diesel,Automatic,Coimbatore,Blue,Second,Individual,1995 cc,190,400,RWD,4899.0,2094.0,1464.0,5.0,65.0
Hyundai,i20 Active 1.2 S,6877,2015,57654,Petrol,Manual,Zirakpur,White,First,Individual,1197 cc,82,115,FWD,3995.0,1760.0,1555.0,5.0,45.0
Maruti Suzuki,Alto VXi (O),5200,2019,22000,Petrol,Manual,Ludhiana,White,First,Individual,998 cc,67,90,FWD,3545.0,1490.0,1475.0,5.0,35.0
Maruti Suzuki,XL6 Zeta MT Petrol,12675,2019,41792,Petrol,Manual,Pune,Blue,First,Individual,1462 cc,103,138,FWD,4445.0,1775.0,1700.0,6.0,45.0
BMW,X1 sDrive20d Expedition,33800,2017,41000,Diesel,Automatic,Hyderabad,Blue,First,Individual,1995 cc,188,400,FWD,4439.0,1821.0,1612.0,5.0,51.0
Mercedes-Benz,GL-Class 350 CDI,31070,2013,107021,Diesel,Automatic,Delhi,White,Second,Individual,2987 cc,258,619,AWD,5120.0,1934.0,1850.0,7.0,100.0
Kia,Seltos GTX Plus 1.4 [2020-2021],20150,2019,17000,Petrol,Manual,Bangalore,White,First,Individual,1353 cc,138,242,FWD,4315.0,1800.0,1645.0,5.0,50.0
Maruti Suzuki,Alto VXi AMT,5590,2019,57993,Petrol,Automatic,Hyderabad,White,First,Individual,998 cc,67,90,FWD,3545.0,1490.0,1475.0,5.0,35.0
Maruti Suzuki,Baleno Delta 1.2,7800,2018,32000,Petrol,Manual,Mohali,Silver,First,Individual,1197 cc,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0
Toyota,Corolla Altis VL AT Petrol,21450,2018,25914,Petrol,Automatic,Pune,Brown,First,Corporate,1798 cc,138,173,FWD,4620.0,1775.0,1475.0,5.0,55.0
Audi,Q7 Technology 55 TFSI,122200,2022,4500,Petrol,Automatic,Delhi,Black,First,Individual,2995 cc,335,500,AWD,5064.0,1970.0,1703.0,7.0,85.0
Maruti Suzuki,Alto VXi,3250,2014,114000,Petrol,Manual,Aurangabad,White,Second,Individual,998 cc,67,90,FWD,3620.0,1475.0,1460.0,5.0,35.0
Mahindra,XUV500 W10 AT,12935,2016,105000,Diesel,Automatic,Mumbai,Grey,Second,Individual,2179 cc,138,330,FWD,4585.0,1890.0,1785.0,7.0,70.0
Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],8775,2016,45000,Diesel,Manual,Jalandhar,Red,First,Individual,1248 cc,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,Swift DZire VXI,5915,2014,30183,Petrol,Manual,Mumbai,Grey,First,Individual,1197 cc,85,114,FWD,3995.0,1695.0,1555.0,5.0,42.0
Maruti Suzuki,Wagon R VXI,4485,2016,73190,Petrol,Manual,Nagpur,Grey,Second,Individual,998 cc,67,90,FWD,3599.0,1495.0,1700.0,5.0,35.0
BMW,X1 sDrive20i xLine,61100,2022,13120,Petrol,Automatic,Pune,White,First,Individual,1998 cc,189,280,FWD,4447.0,1821.0,1598.0,5.0,51.0
Hyundai,Elantra 1.8 SX MT,9100,2014,64000,Petrol,Manual,Dehradun,White,First,Individual,1797 cc,147,177,FWD,4530.0,1775.0,1470.0,5.0,56.0
Honda,City E Diesel,6487,2014,140000,Diesel,Manual,Hyderabad,White,First,Individual,1498 cc,99,200,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,Ciaz VXi,7670,2015,39000,Petrol,Manual,Delhi,White,First,Individual,1373 cc,91,130,FWD,4490.0,1730.0,1485.0,5.0,43.0
Nissan,Micra XV CVT [2016-2017],6370,2014,56918,Petrol,Automatic,Coimbatore,Blue,Second,Individual,1198 cc,76,104,FWD,3825.0,1665.0,1530.0,5.0,41.0
Maruti Suzuki,DZire VDi AMT,9035,2018,55000,Diesel,Automatic,Delhi,Grey,First,Individual,1248 cc,74,190,FWD,3995.0,1735.0,1515.0,5.0,37.0
Hyundai,Venue SX 1.4 CRDi,13325,2019,42000,Diesel,Manual,Mumbai,Silver,First,Individual,1396 cc,89,220,FWD,3995.0,1770.0,1605.0,5.0,45.0
Volkswagen,Tiguan AllSpace 2.0 TSI,43875,2021,25000,Petrol,Automatic,Mumbai,Silver,First,Individual,1984 cc,188,320,AWD,4701.0,1839.0,1674.0,7.0,60.0
Toyota,Innova 2.4 VX 8 STR [2016-2020],29250,2019,28000,Diesel,Manual,Pune,Maroon,First,Individual,2393 cc,148,343,RWD,4735.0,1830.0,1795.0,8.0,55.0
Mercedes-Benz,GLA 200 d Sport,34450,2018,43000,Diesel,Automatic,Mumbai,Grey,Second,Individual,2143 cc,134,300,FWD,4424.0,1804.0,1494.0,5.0,50.0
Maruti Suzuki,Baleno Delta 1.2,9295,2021,16000,Petrol,Manual,Delhi,Grey,First,Individual,1197 cc,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0
Hyundai,Creta SX 1.6 AT CRDi,15600,2019,27657,Diesel,Automatic,Kolkata,Grey,Second,Individual,1582 cc,126,260,FWD,4270.0,1780.0,1665.0,5.0,55.0
Hyundai,Eon 1.0 Kappa Magna + [2014-2016],3575,2012,30000,Petrol,Manual,Indore,White,First,Individual,998 cc,68,94,FWD,3515.0,1500.0,1510.0,5.0,32.0
Honda,City 1.5 V MT,5785,2012,111000,Petrol,Manual,Ernakulam,Red,First,Individual,1497 cc,116,146,FWD,4440.0,1695.0,1485.0,5.0,42.0
Mercedes-Benz,A-Class A 200d,24050,2016,37600,Diesel,Automatic,Pune,Red,First,Individual,2143 cc,134,300,FWD,4299.0,1780.0,1433.0,4.0,50.0
Maruti Suzuki,Baleno Alpha 1.3,8645,2017,48000,Diesel,Manual,Delhi,Blue,First,Individual,1248 cc,74,190,FWD,3995.0,1745.0,1500.0,5.0,37.0
Hyundai,Creta EX 1.4 CRDi,14170,2019,37000,Diesel,Manual,Hyderabad,Blue,First,Individual,1396 cc,89,220,FWD,4270.0,1780.0,1665.0,5.0,55.0
Mercedes-Benz,S-Class S 350 CDI,71500,2015,54000,Diesel,Automatic,Faridabad,White,First,Individual,2987 cc,255,620,RWD,5246.0,1899.0,1494.0,5.0,70.0
Audi,A6 35 TDI Matrix,31200,2017,81802,Diesel,Automatic,Nashik,Blue,Second,Individual,1968 cc,190,400,FWD,4933.0,1874.0,1455.0,5.0,75.0
Hyundai,Verna SX Plus 1.6 CRDi AT,14105,2018,45915,Diesel,Automatic,Mumbai,Black,First,Individual,1582 cc,126,260,FWD,4440.0,1729.0,1475.0,5.0,45.0
Hyundai,Alcazar Signature (O) 6 STR 2.0 Petrol AT,27820,2021,24000,Petrol,Automatic,Mumbai,Grey,First,Individual,1999 cc,157,191,FWD,4500.0,1790.0,1675.0,6.0,50.0
Honda,Amaze 1.2 V CVT Petrol [2018-2020],10335,2019,22224,Petrol,Automatic,Pune,Grey,First,Individual,1199 cc,89,110,FWD,3995.0,1695.0,1501.0,5.0,35.0
Maruti Suzuki,Ertiga VXI CNG,14040,2021,38000,CNG,Manual,Delhi,White,First,Individual,1373 cc,94,130,FWD,4296.0,1695.0,1685.0,7.0,45.0
Honda,Amaze 1.2 S MT Petrol [2018-2020],8164,2018,53848,Petrol,Manual,Delhi,Maroon,First,Individual,1199 cc,89,110,FWD,3995.0,1695.0,1501.0,5.0,35.0
BMW,3-Series 320d Luxury Line,20150,2013,104264,Diesel,Automatic,Hyderabad,Red,Second,Individual,1995 cc,188,400,RWD,4633.0,1811.0,1429.0,5.0,57.0
Mercedes-Benz,E-Class E 200,31200,2016,61159,Petrol,Automatic,Mumbai,Black,Second,Individual,1991 cc,184,300,RWD,4879.0,1854.0,1474.0,5.0,80.0
Honda,City VX (O) MT,7735,2015,72000,Petrol,Manual,Meerut,Brown,First,Individual,1497 cc,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0
Land Rover,Evoque SE,44850,2016,29000,Diesel,Automatic,Delhi,Blue,First,Individual,2179 cc,188,420,AWD,4465.0,1900.0,1635.0,5.0,57.0
Honda,WR-V VX MT Petrol,10660,2018,42000,Petrol,Manual,Chennai,Maroon,First,Individual,1199 cc,89,110,FWD,3999.0,1734.0,1601.0,5.0,40.0
Audi,Q5 2.0 TDI quattro Premium Plus,19370,2012,40000,Diesel,Automatic,Raipur,Black,First,Individual,1968 cc,174,380,AWD,4629.0,1898.0,1653.0,5.0,75.0
Mahindra,XUV300 1.5 W6 [2019-2020],12350,2020,57400,Diesel,Manual,Agra,White,First,Individual,1497 cc,115,300,FWD,3995.0,1821.0,1627.0,5.0,42.0
Jaguar,XF Prestige Diesel CBU,48750,2019,13500,Diesel,Automatic,Delhi,Silver,Second,Individual,1999 cc,177,430,RWD,5067.0,2091.0,1457.0,5.0,66.0
Mercedes-Benz,C-Class C200 Progressive,64350,2021,12400,Petrol,Automatic,Pune,Blue,First,Individual,1991 cc,201,300,RWD,4686.0,1810.0,1442.0,5.0,66.0
Jeep,Compass Model S (O) Diesel 4x4 AT,38350,2021,38000,Diesel,Automatic,Pune,White,First,Individual,1956 cc,168,350,AWD,4405.0,1818.0,1640.0,5.0,60.0
Toyota,Fortuner 3.0 4x4 MT,16770,2012,121000,Diesel,Manual,Ludhiana,Gold,Second,Individual,2982 cc,169,343,AWD,4705.0,1840.0,1850.0,7.0,80.0
Toyota,Etios Liva GD,8125,2015,76000,Diesel,Manual,Pune,White,First,Individual,1364 cc,67,170,FWD,3775.0,1695.0,1510.0,5.0,45.0
Mahindra,XUV500 W10,19370,2018,50000,Diesel,Manual,Chennai,Maroon,First,Individual,2179 cc,138,330,FWD,4585.0,1890.0,1785.0,7.0,70.0
Hyundai,i10 Asta 1.2 AT with Sunroof,4225,2013,46721,Petrol,Automatic,Thane,Silver,Second,Individual,1197 cc,80,111,FWD,3565.0,1595.0,1550.0,5.0,35.0
Mahindra,XUV500 W10 AT,15470,2017,41470,Diesel,Automatic,Delhi,Black,First,Individual,2179 cc,138,330,FWD,4585.0,1890.0,1785.0,7.0,70.0
Mahindra,Scorpio VLX 2WD Airbag BS-IV,8125,2013,170000,Diesel,Manual,Salem,White,Third,Individual,2179 cc,120,290,RWD,4430.0,1817.0,1975.0,8.0,60.0
Land Rover,Range Rover Sport SDV6 HSE,69875,2014,80000,Diesel,Automatic,Delhi,White,Second,Individual,2993 cc,289,600,AWD,4879.0,2073.0,1780.0,5.0,77.0
Honda,City ZX CVT Petrol [2017-2019],14794,2018,6000,Petrol,Automatic,Mumbai,Silver,First,Corporate,1497 cc,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0
Audi,A4 1.8 TFSI Multitronic Premium Plus,55250,2021,17000,Petrol,Automatic,Mumbai,White,First,Individual,1798 cc,170,320,FWD,4701.0,1826.0,1427.0,5.0,63.0
Honda,Brio S MT,4745,2014,31000,Petrol,Manual,Kharar,White,First,Individual,1198 cc,87,109,FWD,3610.0,1680.0,1500.0,5.0,35.0
Chevrolet,Cruze LTZ AT,6175,2014,73265,Diesel,Automatic,Delhi,White,Second,Individual,1998 cc,164,380,FWD,4597.0,1788.0,1477.0,5.0,60.0
Hyundai,Creta SX 1.6 CRDi,15925,2019,47000,Diesel,Manual,Jalandhar,White,First,Individual,1582 cc,126,260,FWD,4270.0,1780.0,1665.0,5.0,55.0
Maruti Suzuki,Ertiga VDI SHVS,9425,2017,42000,Diesel,Manual,Delhi,White,First,Individual,1248 cc,89,200,FWD,4296.0,1695.0,1685.0,7.0,45.0
Mercedes-Benz,GLA 200 CDI Sport,31850,2017,25000,Diesel,Automatic,Mumbai,White,Second,Individual,2143 cc,134,300,FWD,4417.0,1804.0,1494.0,5.0,50.0
Hyundai,Sonata 2.0 CRDi,2925,2009,140000,Diesel,Manual,Yamunanagar,Silver,Third,Individual,1991 cc,142,323,FWD,4800.0,1832.0,1485.0,5.0,70.0
Maruti Suzuki,DZire VXi AMT,9035,2018,68818,Petrol,Automatic,Mumbai,Silver,First,Individual,1197 cc,82,113,FWD,3995.0,1735.0,1515.0,5.0,37.0
