Age,Make,Model,Price,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
5,Tata,Nexon XT Diesel [2017-2019],11180,82200,Diesel,Manual,Pune,Grey,First,Individual,1497,108.0,1500,FWD,3994.0,1811.0,1607.0,5.0,44.0
5,Honda,City V,11375,28000,Petrol,Manual,Delhi,Silver,First,Individual,1497,117.0,4600,FWD,4440.0,1695.0,1495.0,5.0,40.0
12,Mahindra,Scorpio VLX 4WD BS-III,7540,117000,Diesel,Manual,Salem,White,Second,Individual,2179,122.0,1800,AWD,4430.0,1817.0,1975.0,7.0,60.0
2,MG,Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,45500,7900,Diesel,Automatic,Hyderabad,Black,First,Individual,1996,215.0,1500,AWD,4985.0,1926.0,1867.0,6.0,75.0
13,Maruti Suzuki,Swift DZire VXi,2990,72000,Petrol,Manual,Kanpur,Silver,First,Individual,1298,87.0,4500,FWD,4160.0,1690.0,1530.0,5.0,43.0
8,Audi,Q3 2.0 TDI quattro Premium Plus,19669,79000,Diesel,Automatic,Ahmedabad,Blue,Second,Individual,1968,174.0,1750,AWD,4385.0,1831.0,1608.0,5.0,64.0
10,Maruti Suzuki,Alto VXi,3042,72600,Petrol,Manual,Panchkula,White,First,Individual,998,67.0,3500,FWD,3620.0,1475.0,1460.0,5.0,35.0
5,Datsun,Redigo S 1.0 AMT [2018-2019],4160,42313,Petrol,Automatic,Bangalore,Grey,Second,Individual,999,67.0,4250,FWD,3429.0,1560.0,1541.0,5.0,28.0
2,BMW,X3 xDrive 20d Luxury Line [2018-2020],77675,18000,Diesel,Automatic,Delhi,White,First,Individual,1995,190.0,1750,AWD,4657.0,1881.0,1678.0,5.0,67.0
4,Maruti Suzuki,Vitara Brezza ZDi Plus,13325,90000,Diesel,Manual,Hyderabad,White,First,Individual,1248,89.0,1750,FWD,3995.0,1790.0,1640.0,5.0,48.0
6,Maruti Suzuki,DZire VDi,8190,36000,Diesel,Manual,Patna,Blue,First,Individual,1248,74.0,2000,FWD,3995.0,1735.0,1515.0,5.0,37.0
3,Hyundai,Venue SX Plus 1.0 Turbo DCT,14170,26200,Petrol,Automatic,Delhi,White,First,Individual,998,118.0,1500,FWD,3995.0,1770.0,1605.0,5.0,45.0
4,Maruti Suzuki,Swift LXi Special Edition,9100,11000,Petrol,Manual,Chennai,Silver,Second,Individual,1197,82.0,4200,FWD,3840.0,1735.0,1530.0,5.0,37.0
2,Maruti Suzuki,Swift VXi,8593,14366,Petrol,Manual,Ahmedabad,Others,First,Individual,1197,89.0,4400,FWD,3845.0,1735.0,1530.0,5.0,37.0
6,Mahindra,TUV300 T8,7345,65000,Diesel,Manual,Delhi,Red,Second,Individual,1493,84.0,1500,RWD,3995.0,1835.0,1839.0,7.0,60.0
9,Toyota,Innova 2.5 G 7 STR BS-IV,9750,126000,Diesel,Manual,Delhi,Silver,First,Individual,2494,100.0,1400,RWD,4585.0,1760.0,1760.0,7.0,55.0
8,Audi,Q3 35 TDI Premium + Sunroof,24050,71700,Diesel,Automatic,Navi Mumbai,White,Second,Individual,1968,174.0,1750,AWD,4385.0,1831.0,1608.0,5.0,64.0
7,Mahindra,XUV500 W6,11050,114000,Diesel,Manual,Lucknow,White,First,Individual,2179,138.0,1600,FWD,4585.0,1890.0,1785.0,7.0,70.0
7,Hyundai,Elite i20 Asta 1.4 CRDI [2016-2017],6955,58339,Diesel,Manual,Panchkula,Grey,First,Individual,1396,89.0,1500,FWD,3985.0,1734.0,1505.0,5.0,45.0
4,Maruti Suzuki,DZire VDi AMT,10010,72040,Diesel,Automatic,Pune,Silver,First,Individual,1248,74.0,2000,FWD,3995.0,1735.0,1515.0,5.0,37.0
4,BMW,3-Series 330i M Sport Edition,47450,6000,Petrol,Automatic,Delhi,White,First,Individual,1998,248.0,1450,RWD,4633.0,1811.0,1429.0,5.0,57.0
1,Kia,Sonet GTX Plus 1.0 iMT [2020-2021],15535,6200,Petrol,Manual,Kolkata,Red,First,Individual,998,118.0,1500,FWD,3995.0,1790.0,1647.0,5.0,45.0
11,Mercedes-Benz,S-Class 500L,21450,44000,Petrol,Automatic,Mumbai,Silver,Third,Individual,5461,368.0,4400,RWD,5226.0,2120.0,1479.0,5.0,90.0
2,Skoda,Superb L&K TSI AT,41587,6900,Petrol,Automatic,Kolkata,Brown,First,Individual,1798,177.0,1250,FWD,4861.0,1864.0,1483.0,5.0,66.0
1,Mercedes-Benz,E-Class E 200 Exclusive [2019-2019],92300,2500,Petrol,Automatic,Noida,Grey,First,Individual,1991,194.0,1600,RWD,5063.0,1860.0,1494.0,5.0,80.0
7,Volkswagen,Polo GT TSI,8125,68000,Petrol,Automatic,Delhi,White,First,Individual,1197,103.0,1500,FWD,3971.0,1682.0,1469.0,5.0,45.0
5,Maruti Suzuki,Vitara Brezza VDi,9685,36000,Diesel,Manual,Patna,White,First,Individual,1248,89.0,1750,FWD,3995.0,1790.0,1640.0,5.0,48.0
2,Hyundai,Santro Sportz,7163,19000,Petrol,Manual,Ahmedabad,White,First,Individual,1086,68.0,4500,FWD,3610.0,1645.0,1560.0,5.0,35.0
4,Mercedes-Benz,E-Class E 220 d Avantgarde,77350,10000,Diesel,Automatic,Chennai,White,First,Individual,1950,192.0,1600,RWD,5063.0,1860.0,1494.0,5.0,80.0
4,Land Rover,Range Rover 3.0 V6 Diesel Vogue,286000,35000,Diesel,Automatic,Pune,Blue,First,Individual,2993,244.0,2000,AWD,4999.0,2220.0,1835.0,5.0,105.0
4,MINI,Cooper D 3 Door,42900,6400,Diesel,Automatic,Delhi,Red,First,Individual,1496,114.0,1750,FWD,3821.0,1727.0,1414.0,5.0,44.0
4,Ford,Endeavour Titanium Plus 3.2 4x4 AT,42250,34000,Diesel,Automatic,Chennai,White,First,Individual,3198,197.0,1750,AWD,4903.0,1869.0,1837.0,7.0,80.0
7,Renault,Duster 110 PS RXZ 4X2 AMT Diesel,8970,35000,Diesel,Automatic,Delhi,Grey,Second,Individual,1461,108.0,2250,FWD,4315.0,1822.0,1695.0,5.0,50.0
4,Maruti Suzuki,Vitara Brezza VDi AGS,11635,46000,Diesel,Automatic,Mumbai,White,First,Individual,1248,89.0,1750,FWD,3995.0,1790.0,1640.0,5.0,48.0
7,Skoda,Rapid Ambition 1.6 TDI CR MT,7150,83000,Diesel,Manual,Chandigarh,White,First,Individual,1598,105.0,2500,FWD,4386.0,1699.0,1466.0,5.0,55.0
10,Ford,Ecosport Trend 1.5 TDCi,5187,54000,Diesel,Manual,Mumbai,Orange,Third,Individual,1498,89.0,2000,FWD,3999.0,1765.0,1708.0,5.0,52.0
3,Kia,Seltos HTX 1.5 [2020-2021],16575,42000,Petrol,Manual,Ahmedabad,Black,First,Individual,1497,113.0,4500,FWD,4315.0,1800.0,1645.0,5.0,50.0
3,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],6955,41441,Petrol,Manual,Bangalore,Silver,First,Individual,1196,73.0,3000,RWD,3675.0,1475.0,1800.0,5.0,40.0
5,Maruti Suzuki,Vitara Brezza VDi,10725,48174,Diesel,Manual,Thane,White,First,Individual,1248,89.0,1750,FWD,3995.0,1790.0,1640.0,5.0,48.0
7,Ford,Ecosport Ambiente 1.5L TDCi,7605,62591,Diesel,Manual,Mumbai,Silver,First,Individual,1498,99.0,1750,FWD,3998.0,1765.0,1647.0,5.0,52.0
6,Honda,Jazz V AT Petrol,8775,48650,Petrol,Automatic,Mumbai,Brown,First,Individual,1199,89.0,4800,FWD,3955.0,1694.0,1544.0,5.0,40.0
6,Maruti Suzuki,S-Cross Alpha 1.3,10335,52245,Diesel,Manual,Pune,Brown,First,Individual,1248,89.0,1750,FWD,4300.0,1785.0,1595.0,5.0,48.0
2,Mercedes-Benz,E-Class E 200 Exclusive [2019-2019],84500,7500,Petrol,Automatic,Delhi,Black,First,Individual,1991,194.0,1600,RWD,5063.0,1860.0,1494.0,5.0,80.0
6,Hyundai,Elite i20 Sportz 1.4 CRDI,7943,65000,Diesel,Manual,Kheda,White,First,Individual,1396,89.0,1500,FWD,3985.0,1734.0,1505.0,5.0,45.0
8,Maruti Suzuki,Wagon R VXI,5070,43297,Petrol,Manual,Kollam,Red,First,Individual,998,67.0,3500,FWD,3599.0,1495.0,1700.0,5.0,35.0
4,Maruti Suzuki,Swift VXi [2014-2017],8450,44710,Petrol,Manual,Pune,White,First,Individual,1197,83.0,4000,FWD,3850.0,1695.0,1530.0,5.0,42.0
10,Renault,Fluence 1.5 E4,5070,62000,Diesel,Manual,Lucknow,Silver,First,Individual,1461,108.0,1850,FWD,4618.0,1813.0,1488.0,5.0,67.0
6,Audi,A4 35 TDI Technology,31200,59267,Diesel,Automatic,Kolkata,Silver,First,Individual,1968,188.0,1750,FWD,4726.0,1842.0,1427.0,5.0,54.0
12,Maruti Suzuki,Swift VXi,5005,69000,Petrol,Manual,Hyderabad,Silver,First,Individual,1197,85.0,4000,FWD,3850.0,1695.0,1530.0,5.0,42.0
6,Maruti Suzuki,Swift DZire VXI,5850,75000,Petrol,Manual,Kanpur,White,First,Commercial Registration,1197,83.0,4000,FWD,3995.0,1695.0,1555.0,5.0,42.0
3,Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,8437,52236,Petrol,Manual,Udupi,Silver,First,Individual,1197,81.0,4000,FWD,3765.0,1660.0,1520.0,5.0,43.0
4,Audi,A3 35 TDI Premium + Sunroof,37700,15530,Diesel,Automatic,Goa,White,First,Individual,1968,141.0,1750,FWD,4456.0,1796.0,1416.0,5.0,50.0
9,Maruti Suzuki,Swift DZire VDI,5200,64000,Diesel,Manual,Agra,White,First,Individual,1248,74.0,2000,FWD,3995.0,1695.0,1555.0,5.0,42.0
3,Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,7787,35000,Petrol,Automatic,Kolkata,Silver,First,Individual,1197,82.0,4000,FWD,3805.0,1680.0,1520.0,5.0,37.0
4,Toyota,Fortuner 2.8 4x2 MT [2016-2020],38740,92000,Diesel,Manual,Lucknow,Black,First,Individual,2755,174.0,1600,RWD,4795.0,1855.0,1835.0,7.0,80.0
5,Audi,A4 30 TFSI Technology Pack,45500,18000,Petrol,Automatic,Mumbai,White,First,Individual,1395,148.0,1500,FWD,4726.0,1842.0,1427.0,5.0,54.0
7,Honda,Jazz V Petrol,5200,50000,Petrol,Manual,Kolkata,Red,First,Individual,1199,89.0,4800,FWD,3955.0,1694.0,1544.0,5.0,40.0
1,Mercedes-Benz,GLC 200 Progressive,90675,2000,Petrol,Automatic,Karnal,White,First,Individual,1991,194.0,1650,RWD,4658.0,1890.0,1644.0,5.0,66.0
7,Mercedes-Benz,GLE 250 d,70200,16000,Diesel,Automatic,Karnal,White,First,Individual,2143,201.0,1600,AWD,4819.0,2141.0,1796.0,5.0,93.0
8,Mercedes-Benz,GL-Class 350 CDI,48100,103890,Diesel,Automatic,Lucknow,Black,Second,Individual,2987,258.0,1600,AWD,5120.0,1934.0,1850.0,7.0,100.0
5,Maruti Suzuki,Celerio ZXi [2017-2019],5785,71000,Petrol,Manual,Ludhiana,White,First,Individual,998,67.0,3500,FWD,3600.0,1600.0,1560.0,5.0,35.0
2,Mahindra,Thar LX 4-STR Hard Top Diesel MT,19175,12000,Diesel,Manual,Ludhiana,Red,First,Individual,2184,130.0,1600,AWD,3985.0,1820.0,1844.0,4.0,57.0
7,Toyota,Fortuner 2.8 4x2 AT [2016-2020],36400,93000,Diesel,Automatic,Mohali,White,First,Individual,2755,174.0,1600,RWD,4795.0,1855.0,1835.0,7.0,80.0
3,Maruti Suzuki,Swift VXi [2014-2017],7800,10000,Petrol,Manual,Meerut,White,First,Individual,1197,83.0,4000,FWD,3850.0,1695.0,1530.0,5.0,42.0
3,Kia,Seltos GTX Plus AT 1.5 Diesel [2019-2020],23855,33828,Diesel,Automatic,Mumbai,White,First,Individual,1493,114.0,1500,FWD,4315.0,1800.0,1645.0,5.0,50.0
4,Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],7150,48000,CNG,Manual,Mumbai,Silver,First,Individual,998,58.0,3500,FWD,3655.0,1620.0,1675.0,5.0,60.0
6,Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],9295,71000,Diesel,Manual,Delhi,Red,First,Individual,1248,89.0,1750,FWD,3995.0,1790.0,1640.0,5.0,48.0
1,Mahindra,XUV700 AX 7 Diesel AT 7 STR,33020,18000,Diesel,Automatic,Delhi,White,First,Individual,2184,182.0,1750,FWD,4695.0,1890.0,1755.0,7.0,60.0
4,Maruti Suzuki,Wagon R LXi (O) 1.0 CNG [2019-2020],6825,50000,CNG,Manual,Delhi,Grey,First,Individual,998,58.0,3500,FWD,3655.0,1620.0,1675.0,5.0,60.0
8,Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],5525,48000,Petrol,Manual,Delhi,Silver,First,Individual,1197,81.0,4000,FWD,3765.0,1660.0,1520.0,5.0,43.0
1,Hyundai,Elite i20 Sportz 1.2 IVT,10335,4000,Petrol,Automatic,Kanpur,White,First,Individual,1197,87.0,1500,FWD,3995.0,1775.0,1505.0,5.0,37.0
13,Honda,City 1.5 V MT,3497,73000,Petrol,Manual,Delhi,Silver,Second,Individual,1497,118.0,4600,FWD,4420.0,1695.0,1480.0,5.0,42.0
9,Hyundai,Verna Fluidic 1.6 CRDi,7345,68000,Diesel,Manual,Lucknow,White,First,Individual,1582,128.0,1900,FWD,4370.0,1700.0,1475.0,5.0,43.0
8,BMW,5-Series 520d Luxury Line,33150,70000,Diesel,Automatic,Coimbatore,Blue,Second,Individual,1995,190.0,1750,RWD,4899.0,2094.0,1464.0,5.0,65.0
8,Hyundai,i20 Active 1.2 S,6877,57654,Petrol,Manual,Zirakpur,White,First,Individual,1197,82.0,4000,FWD,3995.0,1760.0,1555.0,5.0,45.0
4,Maruti Suzuki,Alto VXi (O),5200,22000,Petrol,Manual,Ludhiana,White,First,Individual,998,67.0,3500,FWD,3545.0,1490.0,1475.0,5.0,35.0
4,Maruti Suzuki,XL6 Zeta MT Petrol,12675,41792,Petrol,Manual,Pune,Blue,First,Individual,1462,103.0,4400,FWD,4445.0,1775.0,1700.0,6.0,45.0
6,BMW,X1 sDrive20d Expedition,33800,41000,Diesel,Automatic,Hyderabad,Blue,First,Individual,1995,188.0,1750,FWD,4439.0,1821.0,1612.0,5.0,51.0
10,Mercedes-Benz,GL-Class 350 CDI,31070,107021,Diesel,Automatic,Delhi,White,Second,Individual,2987,258.0,1600,AWD,5120.0,1934.0,1850.0,7.0,100.0
4,Kia,Seltos GTX Plus 1.4 [2020-2021],20150,17000,Petrol,Manual,Bangalore,White,First,Individual,1353,138.0,1500,FWD,4315.0,1800.0,1645.0,5.0,50.0
4,Maruti Suzuki,Alto VXi AMT,5590,57993,Petrol,Automatic,Hyderabad,White,First,Individual,998,67.0,3500,FWD,3545.0,1490.0,1475.0,5.0,35.0
5,Maruti Suzuki,Baleno Delta 1.2,7800,32000,Petrol,Manual,Mohali,Silver,First,Individual,1197,83.0,4000,FWD,3995.0,1745.0,1500.0,5.0,37.0
5,Toyota,Corolla Altis VL AT Petrol,21450,25914,Petrol,Automatic,Pune,Brown,First,Corporate,1798,138.0,4000,FWD,4620.0,1775.0,1475.0,5.0,55.0
1,Audi,Q7 Technology 55 TFSI,122200,4500,Petrol,Automatic,Delhi,Black,First,Individual,2995,335.0,1370,AWD,5064.0,1970.0,1703.0,7.0,85.0
9,Maruti Suzuki,Alto VXi,3250,114000,Petrol,Manual,Aurangabad,White,Second,Individual,998,67.0,3500,FWD,3620.0,1475.0,1460.0,5.0,35.0
7,Mahindra,XUV500 W10 AT,12935,105000,Diesel,Automatic,Mumbai,Grey,Second,Individual,2179,138.0,1600,FWD,4585.0,1890.0,1785.0,7.0,70.0
7,Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],8775,45000,Diesel,Manual,Jalandhar,Red,First,Individual,1248,89.0,1750,FWD,3995.0,1790.0,1640.0,5.0,48.0
9,Maruti Suzuki,Swift DZire VXI,5915,30183,Petrol,Manual,Mumbai,Grey,First,Individual,1197,85.0,4000,FWD,3995.0,1695.0,1555.0,5.0,42.0
7,Maruti Suzuki,Wagon R VXI,4485,73190,Petrol,Manual,Nagpur,Grey,Second,Individual,998,67.0,3500,FWD,3599.0,1495.0,1700.0,5.0,35.0
1,BMW,X1 sDrive20i xLine,61100,13120,Petrol,Automatic,Pune,White,First,Individual,1998,189.0,1350,FWD,4447.0,1821.0,1598.0,5.0,51.0
9,Hyundai,Elantra 1.8 SX MT,9100,64000,Petrol,Manual,Dehradun,White,First,Individual,1797,147.0,4700,FWD,4530.0,1775.0,1470.0,5.0,56.0
9,Honda,City E Diesel,6487,140000,Diesel,Manual,Hyderabad,White,First,Individual,1498,99.0,1750,FWD,4440.0,1695.0,1495.0,5.0,40.0
8,Maruti Suzuki,Ciaz VXi,7670,39000,Petrol,Manual,Delhi,White,First,Individual,1373,91.0,4000,FWD,4490.0,1730.0,1485.0,5.0,43.0
9,Nissan,Micra XV CVT [2016-2017],6370,56918,Petrol,Automatic,Coimbatore,Blue,Second,Individual,1198,76.0,4400,FWD,3825.0,1665.0,1530.0,5.0,41.0
5,Maruti Suzuki,DZire VDi AMT,9035,55000,Diesel,Automatic,Delhi,Grey,First,Individual,1248,74.0,2000,FWD,3995.0,1735.0,1515.0,5.0,37.0
4,Hyundai,Venue SX 1.4 CRDi,13325,42000,Diesel,Manual,Mumbai,Silver,First,Individual,1396,89.0,1500,FWD,3995.0,1770.0,1605.0,5.0,45.0
2,Volkswagen,Tiguan AllSpace 2.0 TSI,43875,25000,Petrol,Automatic,Mumbai,Silver,First,Individual,1984,188.0,1500,AWD,4701.0,1839.0,1674.0,7.0,60.0
4,Toyota,Innova 2.4 VX 8 STR [2016-2020],29250,28000,Diesel,Manual,Pune,Maroon,First,Individual,2393,148.0,1400,RWD,4735.0,1830.0,1795.0,8.0,55.0
5,Mercedes-Benz,GLA 200 d Sport,34450,43000,Diesel,Automatic,Mumbai,Grey,Second,Individual,2143,134.0,1600,FWD,4424.0,1804.0,1494.0,5.0,50.0
2,Maruti Suzuki,Baleno Delta 1.2,9295,16000,Petrol,Manual,Delhi,Grey,First,Individual,1197,83.0,4000,FWD,3995.0,1745.0,1500.0,5.0,37.0
4,Hyundai,Creta SX 1.6 AT CRDi,15600,27657,Diesel,Automatic,Kolkata,Grey,Second,Individual,1582,126.0,1500,FWD,4270.0,1780.0,1665.0,5.0,55.0
11,Hyundai,Eon 1.0 Kappa Magna + [2014-2016],3575,30000,Petrol,Manual,Indore,White,First,Individual,998,68.0,3500,FWD,3515.0,1500.0,1510.0,5.0,32.0
11,Honda,City 1.5 V MT,5785,111000,Petrol,Manual,Ernakulam,Red,First,Individual,1497,116.0,4800,FWD,4440.0,1695.0,1485.0,5.0,42.0
7,Mercedes-Benz,A-Class A 200d,24050,37600,Diesel,Automatic,Pune,Red,First,Individual,2143,134.0,1400,FWD,4299.0,1780.0,1433.0,4.0,50.0
6,Maruti Suzuki,Baleno Alpha 1.3,8645,48000,Diesel,Manual,Delhi,Blue,First,Individual,1248,74.0,2000,FWD,3995.0,1745.0,1500.0,5.0,37.0
4,Hyundai,Creta EX 1.4 CRDi,14170,37000,Diesel,Manual,Hyderabad,Blue,First,Individual,1396,89.0,1500,FWD,4270.0,1780.0,1665.0,5.0,55.0
8,Mercedes-Benz,S-Class S 350 CDI,71500,54000,Diesel,Automatic,Faridabad,White,First,Individual,2987,255.0,1600,RWD,5246.0,1899.0,1494.0,5.0,70.0
6,Audi,A6 35 TDI Matrix,31200,81802,Diesel,Automatic,Nashik,Blue,Second,Individual,1968,190.0,1750,FWD,4933.0,1874.0,1455.0,5.0,75.0
5,Hyundai,Verna SX Plus 1.6 CRDi AT,14105,45915,Diesel,Automatic,Mumbai,Black,First,Individual,1582,126.0,1500,FWD,4440.0,1729.0,1475.0,5.0,45.0
2,Hyundai,Alcazar Signature (O) 6 STR 2.0 Petrol AT,27820,24000,Petrol,Automatic,Mumbai,Grey,First,Individual,1999,157.0,4500,FWD,4500.0,1790.0,1675.0,6.0,50.0
4,Honda,Amaze 1.2 V CVT Petrol [2018-2020],10335,22224,Petrol,Automatic,Pune,Grey,First,Individual,1199,89.0,4800,FWD,3995.0,1695.0,1501.0,5.0,35.0
2,Maruti Suzuki,Ertiga VXI CNG,14040,38000,CNG,Manual,Delhi,White,First,Individual,1373,94.0,4000,FWD,4296.0,1695.0,1685.0,7.0,45.0
5,Honda,Amaze 1.2 S MT Petrol [2018-2020],8164,53848,Petrol,Manual,Delhi,Maroon,First,Individual,1199,89.0,4800,FWD,3995.0,1695.0,1501.0,5.0,35.0
10,BMW,3-Series 320d Luxury Line,20150,104264,Diesel,Automatic,Hyderabad,Red,Second,Individual,1995,188.0,1750,RWD,4633.0,1811.0,1429.0,5.0,57.0
7,Mercedes-Benz,E-Class E 200,31200,61159,Petrol,Automatic,Mumbai,Black,Second,Individual,1991,184.0,1200,RWD,4879.0,1854.0,1474.0,5.0,80.0
8,Honda,City VX (O) MT,7735,72000,Petrol,Manual,Meerut,Brown,First,Individual,1497,117.0,4600,FWD,4440.0,1695.0,1495.0,5.0,40.0
7,Land Rover,Evoque SE,44850,29000,Diesel,Automatic,Delhi,Blue,First,Individual,2179,188.0,1750,AWD,4465.0,1900.0,1635.0,5.0,57.0
5,Honda,WR-V VX MT Petrol,10660,42000,Petrol,Manual,Chennai,Maroon,First,Individual,1199,89.0,4800,FWD,3999.0,1734.0,1601.0,5.0,40.0
11,Audi,Q5 2.0 TDI quattro Premium Plus,19370,40000,Diesel,Automatic,Raipur,Black,First,Individual,1968,174.0,1750,AWD,4629.0,1898.0,1653.0,5.0,75.0
3,Mahindra,XUV300 1.5 W6 [2019-2020],12350,57400,Diesel,Manual,Agra,White,First,Individual,1497,115.0,1500,FWD,3995.0,1821.0,1627.0,5.0,42.0
4,Jaguar,XF Prestige Diesel CBU,48750,13500,Diesel,Automatic,Delhi,Silver,Second,Individual,1999,177.0,1750,RWD,5067.0,2091.0,1457.0,5.0,66.0
2,Mercedes-Benz,C-Class C200 Progressive,64350,12400,Petrol,Automatic,Pune,Blue,First,Individual,1991,201.0,1200,RWD,4686.0,1810.0,1442.0,5.0,66.0
2,Jeep,Compass Model S (O) Diesel 4x4 AT,38350,38000,Diesel,Automatic,Pune,White,First,Individual,1956,168.0,1750,AWD,4405.0,1818.0,1640.0,5.0,60.0
11,Toyota,Fortuner 3.0 4x4 MT,16770,121000,Diesel,Manual,Ludhiana,Gold,Second,Individual,2982,169.0,1400,AWD,4705.0,1840.0,1850.0,7.0,80.0
8,Toyota,Etios Liva GD,8125,76000,Diesel,Manual,Pune,White,First,Individual,1364,67.0,1800,FWD,3775.0,1695.0,1510.0,5.0,45.0
5,Mahindra,XUV500 W10,19370,50000,Diesel,Manual,Chennai,Maroon,First,Individual,2179,138.0,1600,FWD,4585.0,1890.0,1785.0,7.0,70.0
10,Hyundai,i10 Asta 1.2 AT with Sunroof,4225,46721,Petrol,Automatic,Thane,Silver,Second,Individual,1197,80.0,4000,FWD,3565.0,1595.0,1550.0,5.0,35.0
6,Mahindra,XUV500 W10 AT,15470,41470,Diesel,Automatic,Delhi,Black,First,Individual,2179,138.0,1600,FWD,4585.0,1890.0,1785.0,7.0,70.0
10,Mahindra,Scorpio VLX 2WD Airbag BS-IV,8125,170000,Diesel,Manual,Salem,White,Third,Individual,2179,120.0,1800,RWD,4430.0,1817.0,1975.0,8.0,60.0
9,Land Rover,Range Rover Sport SDV6 HSE,69875,80000,Diesel,Automatic,Delhi,White,Second,Individual,2993,289.0,2000,AWD,4879.0,2073.0,1780.0,5.0,77.0
5,Honda,City ZX CVT Petrol [2017-2019],14794,6000,Petrol,Automatic,Mumbai,Silver,First,Corporate,1497,117.0,4600,FWD,4440.0,1695.0,1495.0,5.0,40.0
2,Audi,A4 1.8 TFSI Multitronic Premium Plus,55250,17000,Petrol,Automatic,Mumbai,White,First,Individual,1798,170.0,1400,FWD,4701.0,1826.0,1427.0,5.0,63.0
9,Honda,Brio S MT,4745,31000,Petrol,Manual,Kharar,White,First,Individual,1198,87.0,4500,FWD,3610.0,1680.0,1500.0,5.0,35.0
9,Chevrolet,Cruze LTZ AT,6175,73265,Diesel,Automatic,Delhi,White,Second,Individual,1998,164.0,2000,FWD,4597.0,1788.0,1477.0,5.0,60.0
4,Hyundai,Creta SX 1.6 CRDi,15925,47000,Diesel,Manual,Jalandhar,White,First,Individual,1582,126.0,1500,FWD,4270.0,1780.0,1665.0,5.0,55.0
6,Maruti Suzuki,Ertiga VDI SHVS,9425,42000,Diesel,Manual,Delhi,White,First,Individual,1248,89.0,1750,FWD,4296.0,1695.0,1685.0,7.0,45.0
6,Mercedes-Benz,GLA 200 CDI Sport,31850,25000,Diesel,Automatic,Mumbai,White,Second,Individual,2143,134.0,1600,FWD,4417.0,1804.0,1494.0,5.0,50.0
14,Hyundai,Sonata 2.0 CRDi,2925,140000,Diesel,Manual,Yamunanagar,Silver,Third,Individual,1991,142.0,2000,FWD,4800.0,1832.0,1485.0,5.0,70.0
5,Maruti Suzuki,DZire VXi AMT,9035,68818,Petrol,Automatic,Mumbai,Silver,First,Individual,1197,82.0,4200,FWD,3995.0,1735.0,1515.0,5.0,37.0
5,Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],28600,57000,Diesel,Automatic,Pune,Grey,First,Individual,2755,172.0,1200,RWD,4735.0,1830.0,1795.0,7.0,55.0
3,Honda,Amaze 1.5 VX CVT Diesel,12350,39000,Diesel,Automatic,Ludhiana,White,First,Individual,1498,79.0,1750,FWD,3995.0,1695.0,1501.0,5.0,35.0
1,Toyota,Innova ZX 2.7 AT 7 STR,33774,12050,Petrol,Automatic,Delhi,Black,First,Individual,2694,164.0,4000,RWD,4735.0,1830.0,1795.0,7.0,65.0
6,Honda,Jazz VX Petrol,7605,24100,Petrol,Manual,Mumbai,Silver,First,Individual,1199,89.0,4800,FWD,3955.0,1694.0,1544.0,5.0,40.0
6,Ford,Aspire Titanium 1.2 Ti-VCT,5655,23000,Petrol,Manual,Delhi,White,First,Individual,1196,87.0,4000,FWD,3995.0,1695.0,1525.0,5.0,42.0
14,Maruti Suzuki,Swift VDi,3835,185000,Diesel,Manual,Coimbatore,Grey,First,Individual,1248,75.0,2000,FWD,3760.0,1690.0,1530.0,5.0,43.0
4,Maruti Suzuki,Ciaz Delta 1.5 Diesel,11830,76000,Diesel,Manual,Hyderabad,White,First,Individual,1498,94.0,1500,FWD,4490.0,1730.0,1485.0,5.0,43.0
3,Maruti Suzuki,Celerio VXi,7345,47000,Petrol,Manual,Hyderabad,White,First,Individual,998,67.0,3500,FWD,3695.0,1600.0,1560.0,5.0,35.0
2,Toyota,Urban Cruiser Premium Grade AT,13650,1910,Petrol,Automatic,Varanasi,White,First,Individual,1462,103.0,4400,FWD,3995.0,1790.0,1640.0,5.0,48.0
4,Hyundai,Creta E Plus 1.4 CRDI,12870,23000,Diesel,Manual,Ahmedabad,Orange,First,Individual,1396,89.0,1500,FWD,4270.0,1780.0,1630.0,5.0,60.0
3,Audi,A3 35 TDI Premium Plus,33670,36978,Diesel,Automatic,Chandigarh,Blue,Second,Individual,1968,141.0,1750,FWD,4456.0,1796.0,1416.0,5.0,50.0
7,Mahindra,XUV500 W8 AWD [2015-2017],13000,33000,Diesel,Manual,Rudrapur,White,First,Individual,2179,138.0,1600,AWD,4585.0,1890.0,1785.0,7.0,70.0
